央视频道,#genre#
CCTV1,http://125.88.8.114:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://183.62.74.202:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2,http://125.88.8.114:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV2,http://183.62.74.202:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3,http://125.88.8.114:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://183.62.74.202:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://219.128.121.202:59901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV4,http://125.88.8.114:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://183.62.74.202:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://219.128.121.202:59901/tsfile/live/1003_1.m3u8?key=txiptv
CCTV5,http://125.88.8.114:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://183.62.74.202:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://219.128.121.202:59901/tsfile/live/1004_1.m3u8?key=txiptv
CCTV5+,http://219.128.121.202:59901/tsfile/live/1005_1.m3u8?key=txiptv
CCTV6,http://125.88.8.114:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://219.128.121.202:59901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7,http://125.88.8.114:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://183.62.74.202:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://219.128.121.202:59901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8,http://125.88.8.114:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://183.62.74.202:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://219.128.121.202:59901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9,http://125.88.8.114:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://183.62.74.202:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://219.128.121.202:59901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV10,http://183.62.74.202:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://219.128.121.202:59901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV11,http://125.88.8.114:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,http://183.62.74.202:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,http://219.128.121.202:59901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV12,http://183.62.74.202:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://219.128.121.202:59901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13,http://183.62.74.202:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://219.128.121.202:59901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV14,http://125.88.8.114:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://183.62.74.202:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://219.128.121.202:59901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV15,http://125.88.8.114:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://183.62.74.202:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://219.128.121.202:59901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV17,http://219.128.121.202:59901/tsfile/live/0019_1.m3u8?key=txiptv

卫视频道,#genre#
湖南卫视,http://183.62.74.202:9901/tsfile/live/0128_1.m3u8?key=txiptv
湖南卫视,http://219.128.121.202:59901/tsfile/live/0128_1.m3u8?key=txiptv
浙江卫视,http://183.62.74.202:9901/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://219.128.121.202:59901/tsfile/live/0124_1.m3u8?key=txiptv
江苏卫视,http://183.62.74.202:9901/tsfile/live/0127_1.m3u8?key=txiptv
北京卫视,http://125.88.8.114:9901/tsfile/live/0122_1.m3u8?key=txiptv
北京卫视,http://183.62.74.202:9901/tsfile/live/0122_1.m3u8?key=txiptv
北京卫视,http://219.128.121.202:59901/tsfile/live/0122_1.m3u8?key=txiptv
东方卫视,http://183.62.74.202:9901/tsfile/live/0107_1.m3u8?key=txiptv
安徽卫视,http://183.62.74.202:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://219.128.121.202:59901/tsfile/live/0130_1.m3u8?key=txiptv
