央视频道,#genre#
CCTV1,http://115.231.200.110:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV6,http://115.231.200.110:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV8,http://115.231.200.110:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9,http://115.231.200.110:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://61.130.72.18:8888/tsfile/live/0009_1.m3u8?key=txiptv
CCTV10,http://115.231.200.110:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV12,http://115.231.200.110:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13,http://115.231.200.110:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV14,http://115.231.200.110:9901/tsfile/live/0014_1.m3u8?key=txiptv

卫视频道,#genre#
湖南卫视,http://115.231.200.110:9901/tsfile/live/0128_1.m3u8?key=txiptv
浙江卫视,http://115.231.200.110:9901/tsfile/live/0115_1.m3u8?key=txiptv
江苏卫视,http://115.231.200.110:9901/tsfile/live/0127_1.m3u8?key=txiptv
北京卫视,http://115.231.200.110:9901/tsfile/live/0122_1.m3u8?key=txiptv
安徽卫视,http://115.231.200.110:9901/tsfile/live/0130_1.m3u8?key=txiptv
广东卫视,http://115.231.200.110:9901/tsfile/live/0125_1.m3u8?key=txiptv
山东卫视,http://115.231.200.110:9901/tsfile/live/0131_1.m3u8?key=txiptv
湖北卫视,http://115.231.200.110:9901/tsfile/live/0132_1.m3u8?key=txiptv
内蒙古卫视,http://115.231.200.110:9901/tsfile/live/0109_1.m3u8?key=txiptv

其他频道,#genre#
教科影视,http://115.231.200.110:9901/tsfile/live/1005_1.m3u8?key=txiptv
浙江新闻,http://115.231.200.110:9901/tsfile/live/1006_1.m3u8?key=txiptv
浙江经视,http://115.231.200.110:9901/tsfile/live/1004_1.m3u8?key=txiptv

更新时间,#genre#
2024-03-20_09:20:13,https://taoiptv.com/time.mp4
