央视频道,#genre#
CCTV1,http://110.87.24.240:4000/rtp/239.61.3.60:9878
CCTV1,http://110.87.24.240:4000/rtp/239.61.3.61:9884
CCTV1,http://120.41.125.130:8888/rtp/239.61.3.60:9878
CCTV1,http://120.41.125.130:8888/rtp/239.61.3.61:9884
CCTV1,http://120.41.187.98:5555/rtp/239.61.3.60:9878
CCTV1,http://120.41.187.98:5555/rtp/239.61.3.61:9884
CCTV2,http://110.87.24.240:4000/rtp/239.61.2.174:9032
CCTV2,http://120.41.125.130:8888/rtp/239.61.2.174:9032
CCTV2,http://120.41.187.98:5555/rtp/239.61.2.174:9032
CCTV3,http://120.41.125.130:8888/rtp/239.61.3.34:9722
CCTV3,http://120.41.187.98:5555/rtp/239.61.3.34:9722
CCTV4,http://110.87.24.240:4000/rtp/239.61.2.206:9224
CCTV4,http://120.41.125.130:8888/rtp/239.61.2.206:9224
CCTV4,http://120.41.187.98:5555/rtp/239.61.2.206:9224
CCTV5,http://110.87.24.240:4000/rtp/239.61.3.35:9728
CCTV5,http://120.41.125.130:8888/rtp/239.61.3.35:9728
CCTV5,http://120.41.187.98:5555/rtp/239.61.3.35:9728
CCTV5+,http://110.87.24.240:4000/rtp/239.61.2.171:9014
CCTV5+,http://120.41.125.130:8888/rtp/239.61.2.171:9014
CCTV5+,http://120.41.187.98:5555/rtp/239.61.2.171:9014
CCTV6,http://110.87.24.240:4000/rtp/239.61.3.36:9734
CCTV6,http://120.41.125.130:8888/rtp/239.61.3.36:9734
CCTV6,http://120.41.187.98:5555/rtp/239.61.3.36:9734
CCTV7,http://120.41.125.130:8888/rtp/239.61.2.175:9038
CCTV7,http://120.41.187.98:5555/rtp/239.61.2.175:9038
CCTV8,http://110.87.24.240:4000/rtp/239.61.3.37:9740
CCTV8,http://120.41.125.130:8888/rtp/239.61.3.37:9740
CCTV8,http://120.41.187.98:5555/rtp/239.61.3.37:9740
CCTV9,http://110.87.24.240:4000/rtp/239.61.2.172:9020
CCTV9,http://120.41.125.130:8888/rtp/239.61.2.172:9020
