央视频道,#genre#
CCTV1,http://113.24.136.227:8086/rtp/239.1.1.7:8007
CCTV1,http://113.24.136.82:8085/rtp/239.1.1.7:8007
CCTV1,http://113.24.136.82:8086/rtp/239.1.1.7:8007
CCTV2,http://113.24.136.82:8085/rtp/239.1.1.8:8008
CCTV3,http://113.24.136.227:8086/rtp/239.1.1.9:8009
CCTV3,http://113.24.136.82:8085/rtp/239.1.1.9:8009
CCTV6,http://113.24.136.227:8086/rtp/239.1.1.13:8013
CCTV6,http://113.24.136.82:8085/rtp/239.1.1.13:8013
CCTV6,http://113.24.136.82:8086/rtp/239.1.1.13:8013
CCTV8,http://113.24.136.227:8086/rtp/239.1.1.15:8015
CCTV8,http://113.24.136.82:8085/rtp/239.1.1.15:8015
CCTV8,http://113.24.136.82:8086/rtp/239.1.1.15:8015
CCTV13,http://113.24.136.227:8086/rtp/239.1.1.20:8020
CCTV13,http://113.24.136.82:8085/rtp/239.1.1.20:8020
CCTV13,http://113.24.136.82:8086/rtp/239.1.1.20:8020

卫视频道,#genre#
东方卫视,http://113.24.136.227:8086/rtp/239.1.1.31:8031
东方卫视,http://113.24.136.82:8086/rtp/239.1.1.31:8031
河北卫视,http://113.24.136.227:8086/rtp/239.1.1.48:8048
河北卫视,http://113.24.136.82:8085/rtp/239.1.1.48:8048
河北卫视,http://113.24.136.82:8086/rtp/239.1.1.48:8048
山西卫视,http://113.24.136.227:8086/rtp/239.1.1.1:8001
山西卫视,http://113.24.136.82:8085/rtp/239.1.1.1:8001
山西卫视,http://113.24.136.82:8086/rtp/239.1.1.1:8001

影视频道,#genre#
山西影视,http://113.24.136.227:8086/rtp/239.1.1.4:8004
山西影视,http://113.24.136.82:8085/rtp/239.1.1.4:8004

其他频道,#genre#
黄河电视台,http://113.24.136.227:8086/rtp/239.1.1.2:8002
黄河电视台,http://113.24.136.82:8085/rtp/239.1.1.2:8002
黄河电视台,http://113.24.136.82:8086/rtp/239.1.1.2:8002

更新时间,#genre#
2024-04-02_20:52:35,https://taoiptv.com/time.mp4
