央视频道,#genre#
CCTV1,http://14.135.72.206:8888/rtp/239.121.4.113:8636
CCTV2,http://14.135.72.206:8888/rtp/239.121.4.155:8914
CCTV3,http://14.135.72.206:8888/rtp/239.121.4.151:8890
CCTV4,http://14.135.72.206:8888/rtp/239.121.4.123:8000
CCTV4,http://14.135.72.206:8888/rtp/239.121.4.124:8002
CCTV4,http://14.135.72.206:8888/rtp/239.121.4.134:8786
CCTV5,http://14.135.72.206:8888/rtp/239.121.4.140:8852
CCTV5,http://14.135.72.206:8888/rtp/239.121.4.152:8896
CCTV6,http://14.135.72.206:8888/rtp/239.121.4.153:8902
CCTV7,http://14.135.72.206:8888/rtp/239.121.4.156:8920
CCTV8,http://14.135.72.206:8888/rtp/239.121.4.154:8908
CCTV9,http://14.135.72.206:8888/rtp/239.121.4.157:8926
CCTV10,http://14.135.72.206:8888/rtp/239.121.4.158:8932
CCTV11,http://14.135.72.206:8888/rtp/239.121.4.150:9202
CCTV12,http://14.135.72.206:8888/rtp/239.121.4.159:8938
CCTV13,http://14.135.72.206:8888/rtp/239.121.4.13:8028
CCTV14,http://14.135.72.206:8888/rtp/239.121.4.160:8944
CCTV15,http://14.135.72.206:8888/rtp/239.121.4.202:9208
CCTV16,http://14.135.72.206:8888/rtp/239.121.4.122:8008
CCTV17,http://14.135.72.206:8888/rtp/239.121.4.61:8340

卫视频道,#genre#
湖南卫视,http://14.135.72.206:8888/rtp/239.121.4.114:8666
浙江卫视,http://14.135.72.206:8888/rtp/239.121.4.116:8678
江苏卫视,http://14.135.72.206:8888/rtp/239.121.4.115:8672
北京卫视,http://14.135.72.206:8888/rtp/239.121.4.117:8684
东方卫视,http://14.135.72.206:8888/rtp/239.121.4.109:8636
安徽卫视,http://14.135.72.206:8888/rtp/239.121.4.161:8950
广东卫视,http://14.135.72.206:8888/rtp/239.121.4.118:8690
深圳卫视,http://14.135.72.206:8888/rtp/239.121.4.119:8696
辽宁卫视,http://14.135.72.206:8888/rtp/239.121.4.163:8962
山东卫视,http://14.135.72.206:8888/rtp/239.121.4.162:8956
天津卫视,http://14.135.72.206:8888/rtp/239.121.4.72:8406
重庆卫视,http://14.135.72.206:8888/rtp/239.121.4.36:8190
东南卫视,http://14.135.72.206:8888/rtp/239.121.4.102:9226
贵州卫视,http://14.135.72.206:8888/rtp/239.121.4.65:8364
河北卫视,http://14.135.72.206:8888/rtp/239.121.4.76:8430
湖北卫视,http://14.135.72.206:8888/rtp/239.121.4.126:8738
江西卫视,http://14.135.72.206:8888/rtp/239.121.4.111:8648
吉林卫视,http://14.135.72.206:8888/rtp/239.121.4.43:8232
宁夏卫视,http://14.135.72.206:8888/rtp/239.121.4.94:8538

国教频道,#genre#
中国教育1,http://14.135.72.206:8888/rtp/239.121.4.180:9064
CGTN,http://14.135.72.206:8888/rtp/239.121.4.125:8014
CGTN,http://14.135.72.206:8888/rtp/239.121.4.136:8018
CGTN法语,http://14.135.72.206:8888/rtp/239.121.4.206:8024
CGTN俄语,http://14.135.72.206:8888/rtp/239.121.4.208:8030
CGTN阿语,http://14.135.72.206:8888/rtp/239.121.4.207:8026
CGTN西语,http://14.135.72.206:8888/rtp/239.121.4.137:8020

数字频道,#genre#
欢笑剧场,http://14.135.72.206:8888/rtp/239.121.4.64:8358

其他频道,#genre#
CETV_4,http://14.135.72.206:8888/rtp/239.121.4.199:9178
东方财经,http://14.135.72.206:8888/rtp/239.121.4.71:8400
宁夏公共,http://14.135.72.206:8888/rtp/239.121.4.97:8556
宁夏少儿,http://14.135.72.206:8888/rtp/239.121.4.63:8352
宁夏教育,http://14.135.72.206:8888/rtp/239.121.4.200:9184
宁夏文旅,http://14.135.72.206:8888/rtp/239.121.4.93:8532
宁夏经济,http://14.135.72.206:8888/rtp/239.121.4.91:8520
爱上4K试播,http://14.135.72.206:8888/rtp/239.121.4.95:8544
爱体育,http://14.135.72.206:8888/rtp/239.121.4.190:9124
直播室101,http://14.135.72.206:8888/rtp/239.121.4.127:8744
直播室102,http://14.135.72.206:8888/rtp/239.121.4.128:8750
直播室103,http://14.135.72.206:8888/rtp/239.121.4.129:8756
直播室104,http://14.135.72.206:8888/rtp/239.121.4.130:8762
直播室105,http://14.135.72.206:8888/rtp/239.121.4.131:8768
直播室106,http://14.135.72.206:8888/rtp/239.121.4.132:8774
直播室107,http://14.135.72.206:8888/rtp/239.121.4.133:8780
直播室108,http://14.135.72.206:8888/rtp/239.121.4.146:8858
直播室109,http://14.135.72.206:8888/rtp/239.121.4.147:8864
直播室110,http://14.135.72.206:8888/rtp/239.121.4.148:8870
直播室111,http://14.135.72.206:8888/rtp/239.121.4.149:8876
纪实,http://14.135.72.206:8888/rtp/239.121.4.164:8968
金鹰纪实,http://14.135.72.206:8888/rtp/239.121.4.167:8986
银川公共,http://14.135.72.206:8888/rtp/239.121.4.21:8100
银川文体,http://14.135.72.206:8888/rtp/239.121.4.22:8106
银川生活,http://14.135.72.206:8888/rtp/239.121.4.106:8610
黑龙江,http://14.135.72.206:8888/rtp/239.121.4.120:8702

更新时间,#genre#
2024-03-24_18:38:24,https://taoiptv.com/time.mp4
